isin,proper_name,ticker_region,sector,p_date,one_day_pct,SMB,HML,OSEAX,OBX,RF
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2017-12-25,0,NA,NA,NA,NA,NA
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2017-12-26,0,NA,NA,NA,NA,NA
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2017-12-27,0,-0.004457,-0.005763,0.009898,0.009531,1.92e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2017-12-28,-0.456619,-3.82e-4,-0.009097,0.00253,0.003532,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2017-12-29,0,7.22e-4,0.002642,-0.004115,-0.005915,1.92e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-01,0,NA,NA,NA,NA,NA
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-02,0.917435,0.006719,5.73e-4,0.00209,0.001454,1.92e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-03,1.09091,-0.004037,0.015533,0.003914,0.002487,2.04e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-04,-0.35970800000000003,-7.79e-4,0.006621,0.01072,0.011733,2.04e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-05,0,-0.002688,-7.25e-4,0.007656,0.007992,1.92e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-08,-1.08303,-8.53e-4,0.003266,0.00248,0.001407,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-09,1.09489,-0.005496,-0.005058,0.007097,0.006788,1.92e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-10,-1.80506,-4.32e-4,0.004705,7.3e-5,1.7e-4,1.92e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-11,1.47059,3.39e-4,-0.011806,-7.89e-4,-7.17e-4,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-12,1.08695,0.005482,0.00894,0.001066,-5.09e-4,2.04e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-15,-1.43369,0.001175,0.001869,0.00106,6.4e-4,2.04e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-16,1.81818,-0.001486,-0.003746,1.02e-4,3.78e-4,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-17,-0.71429,0.004525,-0.004378,-0.004724,-0.005243,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-18,0,0.00487,0.008658,-0.002003,-0.003278,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-19,0.719428,-0.002014,0.003122,0.001655,0.001815,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-22,-0.357145,-0.003094,0.005843,0.006016,0.007878,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-23,-0.358427,0.005744,0.001881,-6.4e-5,-0.001902,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-24,0,-0.001095,0.004126,-0.001109,-0.00359,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-25,1.43886,0.004371,-0.001781,-0.007647,-0.009825,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-26,0,0.001162,0.003162,-0.007119,-0.005252,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-29,-1.77305,-0.002776,-2.57e-4,-0.007,-0.00653,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-30,-0.722027,0.002586,-0.010631,-0.012946,-0.013521,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-01-31,1.09091,-0.002867,-0.008247,0.002069,0.002171,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-01,-2.87769,-0.004032,-8.63e-4,0.008518,0.010698,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-02,-1.85185,0.008167,4.9e-5,-0.011278,-0.009392,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-05,0,-0.003741,-0.002016,-0.00814,-0.005275,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-06,-1.88679,-0.00339,0.005387,-0.022264,-0.022733,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-07,2.30769,-0.004419,0.002848,0.020853,0.020118,1.92e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-08,0.375938,0.006961,-0.007529,-0.006372,-0.004842,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-09,0.374532,-0.0034,0.005952,-0.012924,-0.011142,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-12,-0.746262,-9e-5,0.005944,0.013373,0.013541,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-13,-0.375938,-0.001374,-0.017476,4.2e-4,0.001463,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-14,0,0.004107,1.3e-5,-0.006762,-0.007387,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-15,0.377357,-8.12e-4,0.002564,0.009834,0.00967,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-16,1.8797,8.28e-4,-0.006081,0.009926,0.011144,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-19,-1.10701,9.67e-4,0.003395,-6.01e-4,-0.003921,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-20,0.373137,-9.68e-4,0.007511,0.003287,0.003368,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-21,1.11525,-0.002292,6.28e-4,0.00358,0.00275,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-22,-0.735295,0.003244,-0.008285,-5.53e-4,-6.7e-5,2.04e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-23,1.11111,-0.005234,-0.001653,0.012732,0.014252,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-26,-0.366294,0.003842,0.002271,-0.001483,-0.003248,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-27,-0.367647,-9.56e-4,0.00494,-0.001246,-0.001782,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-02-28,0.369,0.003373,-0.003106,7.01e-4,0.001013,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-01,0,0.004636,-0.001161,-0.012282,-0.012085,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-02,-0.735295,0.006457,-0.005834,-0.019692,-0.020128,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-05,0.740743,-0.004288,0.002019,0.009627,0.010738,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-06,0.735295,-0.002872,-0.002746,0.01955,0.020119,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-07,0,0.003932,-0.00701,-0.00687,-0.006908,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-08,0.364959,-0.001822,1.97e-4,0.003723,0.003464,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-09,-0.363636,0.004454,5.25e-4,0.003247,0.002757,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-12,0.364959,0.00773,-9.71e-4,-0.001343,-9.07e-4,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-13,-0.363636,0.004015,-0.003063,0.001249,-0.001215,1.92e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-14,0.72993,0.006072,-0.004419,-0.007396,-0.008251,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-15,-0.724638,7.52e-4,-4.36e-4,-0.004543,-0.005515,1.92e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-16,0.364959,0.002755,-0.009944,2.19e-4,5.97e-4,1.92e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-19,1.36363,0.005352,-0.003455,-0.011144,-0.011993,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-20,-0.769234,-0.009868,-1.64e-4,0.006401,0.005651,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-21,-1.55039,-0.001149,0.009616,0.005072,0.004773,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-22,-0.787395,0.004254,0.002376,-0.01218,-0.013927,1.92e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-23,2.77778,-0.00129,0.001023,0.006537,0.00764,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-26,-1.5444,-0.003678,-0.004564,-5.22e-4,-0.001885,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-27,2.7451,-0.005723,-7.82e-4,0.009213,0.009499,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-28,-1.9084,-0.001787,-0.007408,-4.78e-4,-0.001952,2.16e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-29,0,NA,NA,NA,NA,NA
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-03-30,0,NA,NA,NA,NA,NA
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-02,0,NA,NA,NA,NA,NA
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-03,-0.77821,-0.012562,-0.015842,0.006141,0.010419,2.04e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-04,-2.15686,0.002682,-4.06e-4,-0.01096,-0.012893,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-05,0,-0.017654,0.007761,0.021295,0.022718,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-06,1.4028,0.009375,-0.010275,-0.002569,-0.00542,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-09,-1.18577,0.002157,-0.005347,0.00182,0.002464,2.04e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-10,-0.400001,-0.003887,0.003112,0.018915,0.021064,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-11,-2.40964,0.002694,-6.42e-4,0.002795,0.002355,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-12,0.61729,-0.006515,0.005955,0.001461,0.003432,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-13,1.43149,0.0045,-0.001648,0.005088,0.005046,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-16,-0.604838,0.003931,4.67e-4,-0.001839,-0.002588,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-17,-1.82555,0.003988,0.008288,3.24e-4,2.6e-5,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-18,0.206614,-0.005528,0.012903,0.014096,0.014246,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-19,2.06186,6.86e-4,5.4e-5,0.001838,0.001829,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-20,0.60606,0.004485,0.001079,-0.004786,-0.00632,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-23,0.200808,-0.012745,-0.007083,0.006875,0.006142,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-24,-2.00401,-0.001505,0.0059,0.002776,0.00143,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-25,0.408995,0.005807,-0.002784,-0.014269,-0.012549,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-26,0.407338,-0.012038,-0.006147,0.026091,0.030377,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-27,-1.21704,0.003241,-0.009033,-5e-5,-9.28e-4,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-04-30,1.43738,0.009258,0.003306,-0.002858,-0.003852,2.08e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-01,0,NA,NA,NA,NA,NA
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-02,-1.41701,-0.007549,-3.94e-4,0.011167,0.010806,2.04e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-03,1.02669,0.005894,3.93e-4,-0.005916,-0.007052,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-04,-1.01626,-0.027176,0.047142,-1.73e-4,-3.51e-4,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-07,-0.616014,-0.012372,-0.005044,0.01228,0.010959,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-08,0.619829,0.007095,-0.020087,3.51e-4,0.002421,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-09,-1.23204,0.002944,0.007078,0.007801,0.005103,1.92e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-10,0,NA,NA,NA,NA,NA
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-11,0.623703,0.01066,0.013594,0.003182,-0.001331,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-14,0.619829,0.017292,-0.027367,-0.002766,-0.003825,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-15,-0.410682,0.006936,-0.014299,0.00677,0.006454,2.04e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-16,-0.618553,0.001792,0.005994,0.00214,0.005391,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-17,0,NA,NA,NA,NA,NA
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-18,0,0.018185,7.68e-4,0.010424,0.008312,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-21,0,NA,NA,NA,NA,NA
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-22,2.48963,0.002853,0.007981,-0.005034,-0.005318,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-23,-1.01215,-0.002179,-0.009304,-0.009941,-0.010839,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-24,0.408995,0.004269,5.7e-4,-0.009173,-0.007848,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-25,-0.203663,0.003504,0.004259,-0.013176,-0.012438,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-28,-0.408167,-0.012492,-6.58e-4,0.004231,0.00403,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-29,-1.22951,-9.4e-4,0.004069,1.89e-4,-0.00148,1.92e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-30,-0.207472,0.004983,-0.006047,0.00498,0.004497,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-05-31,0.207901,-0.002672,0.002336,0.00786,0.003827,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-01,1.45228,-0.00386,0.003518,0.005256,0.005768,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-04,-0.204504,-4.59e-4,-0.003125,0.001139,0.00218,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-05,0.409842,0.007643,0.00969,-0.005238,-0.004487,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-06,0,0.005406,-3.04e-4,0.004649,0.004594,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-07,0.816333,-0.024938,0.005163,0.010559,0.012223,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-08,-0.202435,0.00456,-0.0106,0.001071,0.003663,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-11,0.202847,-0.005161,-0.004062,0.006917,0.008333,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-12,-0.202435,-0.0026,-0.002368,-0.002078,-0.00269,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-13,-0.202835,-7.38e-4,0.007587,-0.002624,-0.00352,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-14,-0.203258,-0.012893,0.006348,0.005,0.003569,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-15,-1.83299,0.001248,-0.00876,-0.004934,-0.001476,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-18,-0.207472,-1.9e-5,-8.96e-4,-0.006507,-0.007874,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-19,-0.207895,-0.005698,-0.013181,-0.003951,-0.002992,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-20,0,0.004611,7.35e-4,-0.003961,-0.004703,2.12e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-21,-2.5,0.003277,5.92e-4,-0.012193,-0.010976,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-22,0,-0.006796,0.014628,0.014172,0.012317,2.04e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-25,0.213683,0.00543,-0.008737,-0.01402,-0.014417,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-26,-1.0661,-0.001064,-0.00753,0.001767,0.002507,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-27,0.431025,-0.002925,0.005023,0.015049,0.014417,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-28,-0.429177,0.014242,0.001799,-0.007575,-0.006842,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-06-29,0.215518,-0.007546,0.001632,0.004454,0.00463,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-02,1.07527,-0.005585,-0.005372,-0.007301,-0.007804,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-03,0,-0.008766,-0.008863,0.005507,0.006429,2.04e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-04,-1.27659,-2.61e-4,-0.009137,0.001577,0.002412,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-05,0.431025,0.004823,-0.002972,0.006968,0.004297,1.92e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-06,-0.214589,0.003127,-0.00346,-0.008191,-0.006345,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-09,1.07527,-0.004446,-0.002158,0.012256,0.013866,2.04e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-10,0.851071,-0.005003,0.006227,0.012525,0.011553,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-11,-0.843883,0.004169,-0.003272,-0.009818,-0.008422,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-12,0,0.005232,1.23e-4,-0.00825,-0.010078,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-13,0,0.00694,0.017335,-0.011377,-0.012393,2.04e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-16,-0.851065,0.007886,-0.007335,-0.009089,-0.008205,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-17,0.643778,0.002735,-0.003519,6.4e-5,0.001921,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-18,-0.852883,0.00355,-0.00795,0.001445,0.003275,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-19,0.215054,-0.004869,0.009387,0.003147,0.001589,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-20,1.71674,-0.001704,0.003452,6.53e-4,0.001735,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-23,-1.68777,-0.007534,0.005381,0.001629,0.002759,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-24,1.07297,0.004598,0.004223,0.004142,0.004812,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-25,0.849259,0.001623,-0.010707,0.002901,0.003598,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-26,-1.68421,0.001576,0.00889,-0.003032,-0.003646,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-27,-0.214136,0.003447,-0.016742,0.011266,0.011493,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-30,0.858366,-7.59e-4,0.00214,-0.002061,-0.001651,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-07-31,0.638294,0.002656,-0.01811,0.008243,0.006627,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-01,0.422835,-3.49e-4,8.02e-4,-0.002845,-0.0025,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-02,0,0.005233,-0.009473,-0.002768,-0.002822,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-03,0.421059,0.002662,0.00882,1.51e-4,-9.7e-5,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-06,1.88678,0.007325,-5.94e-4,9.1e-4,0.001445,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-07,-0.205755,-0.007729,-0.008757,0.014335,0.015984,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-08,0.206184,-0.002073,0.002611,-3.53e-4,0.001814,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-09,1.6461,0.003177,-9.91e-4,1.06e-4,0.002335,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-10,-0.809717,0.009332,-0.002939,-0.010464,-0.01266,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-13,0.816333,2.39e-4,-0.006697,-8.48e-4,2.53e-4,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-14,-1.82186,0.003691,-0.003088,-0.002429,-0.001505,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-15,4.3299,0.005662,0.009861,-0.013257,-0.015358,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-16,0,0.004016,-0.007545,0.004193,0.007138,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-17,0.790513,-0.022329,0.026659,0.002465,0.002176,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-20,0.784314,-0.010445,-0.005885,0.014804,0.015478,2.08e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-21,0,-7.7e-4,0.005376,0.003451,0.001875,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-22,1.55642,-0.00244,0.007014,0.003138,0.00149,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-23,0.383139,0.001028,-0.003128,-0.001417,-0.001262,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-24,0,-0.00544,0.005402,0.002251,0.001287,1.92e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-27,0,-0.001927,0.003367,0.006579,0.007048,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-28,0,-0.004163,1.64e-4,0.002509,0.002542,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-29,0.381672,-0.00385,8.75e-4,2.16e-4,0.001309,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-30,-0.760454,-0.003378,0.006601,-0.002453,-0.004216,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-08-31,0.383139,0.003285,9.1e-4,-0.006889,-0.006351,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-03,0.381672,-1.27e-4,-0.006464,0.001686,0.003142,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-04,0,5.34e-4,0.002089,-0.002649,-0.003654,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-05,0,0.00378,-3.02e-4,-0.010474,-0.008502,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-06,0,-7.26e-4,0.003592,0.001126,0.001765,2e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-07,0.76046,-0.003276,-0.004001,-0.00654,-0.006846,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-10,1.13207,-0.005378,-0.012471,0.004971,0.005094,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-11,-0.373131,0.010842,0.012891,0.005298,0.00233,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-12,0.374532,-0.002637,-5.02e-4,0.006678,0.006003,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-13,0.373137,0.008416,-0.011502,-1.9e-5,-7.38e-4,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-14,0.371754,0.002259,-3.06e-4,0.001088,0.002026,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-17,-0.740743,0.002398,-0.004639,0.003489,0.003485,2.04e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-18,0,-0.002828,-0.010075,0.003801,0.004528,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-19,0.373137,-0.002842,0.008138,-0.003169,-0.002632,1.96e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-20,-0.371748,0.004324,-0.002857,0.004605,0.006082,2.08e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-21,0.373137,-0.003127,-0.001567,0.006975,0.005998,3e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-24,-1.11524,-0.005062,0.007708,0.012544,0.011632,3e-5
NO0006000900,Sparebanken Norge,SBNOR-NO,Finans,2018-09-25,0.751877,-0.006381,-0.003619,0.018697,0.018073,2.96e-5
